dep_time,flight,origin,dest,air_time,distance,carrier,date,arr_delay,time_hour
951,2142,LGA,BOS,33,184,US,2013-12-17,on_time,2013-12-17T15:00:00Z
1559,3075,JFK,CVG,98,589,MQ,2013-07-19,late,2013-07-19T20:00:00Z
1313,1217,EWR,LAX,317,2454,UA,2013-05-01,on_time,2013-05-01T17:00:00Z
1608,4576,EWR,GRR,93,605,EV,2013-09-04,on_time,2013-09-04T20:00:00Z
655,2285,LGA,MCO,122,950,DL,2013-05-14,on_time,2013-05-14T11:00:00Z
723,44,JFK,SYR,48,209,B6,2013-04-02,on_time,2013-04-02T11:00:00Z
1611,753,JFK,PBI,167,1028,B6,2013-11-26,late,2013-11-26T21:00:00Z
2307,3621,JFK,DCA,58,213,MQ,2013-07-10,late,2013-07-10T01:00:00Z
1828,3301,LGA,RDU,72,431,MQ,2013-10-17,on_time,2013-10-17T21:00:00Z
905,1701,JFK,FLL,163,1069,B6,2013-12-28,on_time,2013-12-28T14:00:00Z
1542,133,JFK,LAX,348,2475,AA,2013-02-21,on_time,2013-02-21T20:00:00Z
1223,316,JFK,SYR,44,209,B6,2013-12-17,late,2013-12-17T17:00:00Z
10,839,JFK,BQN,183,1576,B6,2013-11-22,on_time,2013-11-22T04:00:00Z
2049,1020,JFK,BOS,39,187,B6,2013-01-23,on_time,2013-01-23T01:00:00Z
615,1772,JFK,CLT,81,541,US,2013-10-04,on_time,2013-10-04T10:00:00Z
2042,5425,LGA,CAE,100,617,EV,2013-12-30,late,2013-12-30T00:00:00Z
2015,1220,EWR,IAH,199,1400,UA,2013-03-10,on_time,2013-03-10T01:00:00Z
2022,135,JFK,PHX,286,2153,B6,2013-09-16,on_time,2013-09-16T00:00:00Z
754,1733,LGA,CLT,94,544,US,2013-02-07,on_time,2013-02-07T12:00:00Z
1208,3839,EWR,MDW,112,711,WN,2013-03-11,on_time,2013-03-11T16:00:00Z
723,831,LGA,DTW,77,502,DL,2013-08-21,on_time,2013-08-21T11:00:00Z
2212,3603,LGA,DTW,75,502,MQ,2013-10-24,late,2013-10-24T01:00:00Z
711,11,EWR,SEA,347,2402,AS,2013-01-29,on_time,2013-01-29T12:00:00Z
1006,4187,EWR,BNA,105,748,EV,2013-05-19,on_time,2013-05-19T14:00:00Z
1803,2151,EWR,STL,127,872,WN,2013-04-28,on_time,2013-04-28T21:00:00Z
1524,133,JFK,LAX,353,2475,AA,2013-11-04,on_time,2013-11-04T20:00:00Z
2154,3832,EWR,DCA,38,199,EV,2013-07-25,on_time,2013-07-25T01:00:00Z
1727,1444,EWR,MCO,127,937,UA,2013-07-21,on_time,2013-07-21T21:00:00Z
1005,5736,LGA,IAD,56,229,EV,2013-10-10,on_time,2013-10-10T14:00:00Z
1127,3302,EWR,MSP,171,1008,9E,2013-10-31,on_time,2013-10-31T15:00:00Z
1508,1146,EWR,BOS,41,200,UA,2013-04-16,on_time,2013-04-16T18:00:00Z
2009,1729,JFK,LAS,296,2248,DL,2013-04-06,on_time,2013-04-06T00:00:00Z
621,1507,EWR,CLT,77,529,US,2013-04-30,on_time,2013-04-30T10:00:00Z
953,4405,EWR,SAV,118,708,EV,2013-04-04,on_time,2013-04-04T14:00:00Z
1331,1401,JFK,FLL,162,1069,B6,2013-12-14,on_time,2013-12-14T18:00:00Z
1155,1174,LGA,PBI,142,1035,DL,2013-04-08,on_time,2013-04-08T16:00:00Z
2244,1729,JFK,LAS,297,2248,DL,2013-04-11,late,2013-04-11T00:00:00Z
1342,1583,EWR,SFO,331,2565,UA,2013-09-04,on_time,2013-09-04T17:00:00Z
919,1,JFK,LAX,289,2475,AA,2013-08-27,on_time,2013-08-27T13:00:00Z
608,380,EWR,BOS,42,200,B6,2013-03-23,on_time,2013-03-23T10:00:00Z
1922,2139,LGA,MIA,165,1096,DL,2013-01-19,on_time,2013-01-19T00:00:00Z
1843,1235,LGA,PIT,67,335,DL,2013-02-18,on_time,2013-02-18T23:00:00Z
735,1949,JFK,LAS,302,2248,AA,2013-08-10,on_time,2013-08-10T11:00:00Z
2013,1691,EWR,DFW,165,1372,AA,2013-07-12,on_time,2013-07-12T23:00:00Z
1245,1318,JFK,BOS,35,187,B6,2013-08-21,on_time,2013-08-21T16:00:00Z
625,905,JFK,ORD,107,740,B6,2013-09-30,on_time,2013-09-30T10:00:00Z
944,4636,EWR,DCA,45,199,EV,2013-01-02,on_time,2013-01-02T14:00:00Z
1511,1222,EWR,LAS,287,2227,UA,2013-06-26,on_time,2013-06-26T18:00:00Z
1555,1773,JFK,SLC,263,1990,DL,2013-06-07,on_time,2013-06-07T19:00:00Z
2107,4335,EWR,CLE,57,404,EV,2013-06-24,on_time,2013-06-24T00:00:00Z
659,269,JFK,SFO,343,2586,DL,2013-07-11,on_time,2013-07-11T11:00:00Z
1454,1744,LGA,IAH,180,1416,UA,2013-07-10,on_time,2013-07-10T18:00:00Z
655,987,JFK,MCO,137,944,B6,2013-04-02,on_time,2013-04-02T11:00:00Z
1913,130,JFK,BUF,51,301,B6,2013-05-04,on_time,2013-05-04T22:00:00Z
1514,325,JFK,TPA,140,1005,B6,2013-09-25,on_time,2013-09-25T18:00:00Z
1156,4179,EWR,BTV,42,266,EV,2013-04-19,on_time,2013-04-19T16:00:00Z
1642,3199,LGA,CLT,80,544,MQ,2013-07-18,late,2013-07-18T19:00:00Z
1520,686,EWR,PHX,254,2133,US,2013-08-26,late,2013-08-26T17:00:00Z
1334,464,EWR,PBI,137,1023,UA,2013-09-04,on_time,2013-09-04T17:00:00Z
1449,3391,LGA,CMH,74,479,MQ,2013-06-21,on_time,2013-06-21T18:00:00Z
725,11,JFK,SFO,350,2586,VX,2013-12-27,on_time,2013-12-27T12:00:00Z
2144,2363,JFK,LAX,285,2475,DL,2013-07-16,on_time,2013-07-16T01:00:00Z
1733,1100,EWR,SEA,340,2402,UA,2013-07-25,on_time,2013-07-25T21:00:00Z
621,3550,LGA,ATL,114,762,MQ,2013-11-10,on_time,2013-11-10T11:00:00Z
1604,283,JFK,MCO,124,944,B6,2013-07-30,on_time,2013-07-30T20:00:00Z
647,1010,JFK,BOS,38,187,B6,2013-06-04,on_time,2013-06-04T10:00:00Z
1859,169,EWR,LAX,313,2454,VX,2013-10-06,on_time,2013-10-06T22:00:00Z
836,5811,EWR,PVD,40,160,EV,2013-09-21,on_time,2013-09-21T12:00:00Z
1516,1600,EWR,LAX,343,2454,UA,2013-04-14,on_time,2013-04-14T19:00:00Z
1820,1531,EWR,DTW,75,488,DL,2013-12-02,on_time,2013-12-02T23:00:00Z
1248,429,JFK,SLC,277,1990,DL,2013-12-25,on_time,2013-12-25T17:00:00Z
1802,841,JFK,SFO,352,2586,DL,2013-06-21,on_time,2013-06-21T21:00:00Z
1059,4694,EWR,MKE,113,725,EV,2013-02-20,on_time,2013-02-20T15:00:00Z
2008,4555,LGA,CMH,91,479,MQ,2013-01-02,on_time,2013-01-02T01:00:00Z
1657,3365,JFK,DCA,43,213,MQ,2013-12-13,on_time,2013-12-13T22:00:00Z
1152,4233,EWR,BTV,42,266,EV,2013-07-16,on_time,2013-07-16T16:00:00Z
1856,245,JFK,PHX,315,2153,DL,2013-11-04,on_time,2013-11-04T00:00:00Z
2028,299,EWR,DFW,227,1372,UA,2013-02-12,on_time,2013-02-12T01:00:00Z
2119,165,JFK,PDX,329,2454,B6,2013-06-08,late,2013-06-08T00:00:00Z
1746,1454,LGA,MDW,110,725,WN,2013-10-27,late,2013-10-27T20:00:00Z
2020,3798,JFK,CLT,77,541,9E,2013-05-30,late,2013-05-30T23:00:00Z
1844,4684,EWR,SDF,108,642,EV,2013-12-17,late,2013-12-17T20:00:00Z
1406,4491,LGA,CLE,68,419,MQ,2013-03-11,on_time,2013-03-11T18:00:00Z
1159,4247,EWR,RDU,81,416,EV,2013-01-02,late,2013-01-02T16:00:00Z
1522,1935,LGA,TPA,144,1010,DL,2013-08-07,on_time,2013-08-07T19:00:00Z
658,1415,JFK,SLC,266,1990,DL,2013-08-14,on_time,2013-08-14T11:00:00Z
1115,2380,EWR,BOS,41,200,B6,2013-09-20,on_time,2013-09-20T15:00:00Z
1455,1522,EWR,SFO,362,2565,UA,2013-01-15,on_time,2013-01-15T19:00:00Z
1856,2088,LGA,CLT,82,544,US,2013-09-12,late,2013-09-12T19:00:00Z
1217,34,JFK,BTV,46,266,B6,2013-10-21,on_time,2013-10-21T16:00:00Z
816,901,JFK,FLL,131,1069,B6,2013-09-23,on_time,2013-09-23T11:00:00Z
915,1589,EWR,DFW,183,1372,AA,2013-03-02,on_time,2013-03-02T14:00:00Z
1324,841,LGA,DEN,236,1620,F9,2013-10-14,on_time,2013-10-14T17:00:00Z
1546,4580,EWR,MKE,117,725,EV,2013-10-25,on_time,2013-10-25T19:00:00Z
1021,2343,EWR,ATL,107,746,DL,2013-01-24,on_time,2013-01-24T15:00:00Z
629,575,EWR,ATL,107,746,DL,2013-12-19,on_time,2013-12-19T11:00:00Z
1155,3,JFK,LAX,315,2475,AA,2013-09-19,on_time,2013-09-19T16:00:00Z
1408,337,LGA,ORD,114,733,AA,2013-05-06,on_time,2013-05-06T18:00:00Z
1154,5680,EWR,CMH,71,463,EV,2013-07-27,on_time,2013-07-27T16:00:00Z
2057,775,JFK,MSY,167,1182,B6,2013-12-13,on_time,2013-12-13T02:00:00Z
856,1747,LGA,ATL,120,762,DL,2013-08-16,on_time,2013-08-16T12:00:00Z
1549,509,EWR,FLL,164,1065,B6,2013-04-30,on_time,2013-04-30T20:00:00Z
1640,2231,LGA,DTW,79,502,DL,2013-05-20,on_time,2013-05-20T20:00:00Z
1450,119,JFK,MSY,192,1182,B6,2013-06-06,on_time,2013-06-06T18:00:00Z
821,4220,JFK,RDU,67,427,9E,2013-04-10,on_time,2013-04-10T12:00:00Z
1634,423,JFK,LAX,322,2475,B6,2013-08-03,on_time,2013-08-03T20:00:00Z
1853,2391,JFK,TPA,150,1005,DL,2013-03-05,on_time,2013-03-05T23:00:00Z
626,711,LGA,DFW,194,1389,AA,2013-03-14,on_time,2013-03-14T10:00:00Z
1925,245,JFK,PHX,291,2153,DL,2013-04-20,on_time,2013-04-20T23:00:00Z
1130,1601,EWR,FLL,146,1065,UA,2013-02-17,on_time,2013-02-17T16:00:00Z
1001,1414,EWR,TPA,134,997,UA,2013-05-10,on_time,2013-05-10T14:00:00Z
1534,4525,LGA,XNA,224,1147,MQ,2013-04-12,late,2013-04-12T19:00:00Z
1641,181,JFK,LAX,312,2475,AA,2013-10-06,on_time,2013-10-06T20:00:00Z
2004,4543,EWR,DSM,148,1017,EV,2013-06-14,on_time,2013-06-14T23:00:00Z
714,698,EWR,TPA,154,997,UA,2013-10-22,late,2013-10-22T10:00:00Z
1642,675,JFK,LAX,336,2475,B6,2013-04-21,on_time,2013-04-21T20:00:00Z
1843,4131,EWR,RIC,47,277,EV,2013-08-20,on_time,2013-08-20T22:00:00Z
1725,4658,EWR,CHS,91,628,EV,2013-05-15,on_time,2013-05-15T21:00:00Z
2242,1816,JFK,SYR,41,209,B6,2013-09-03,on_time,2013-09-03T02:00:00Z
2011,2751,LGA,CLT,78,544,YV,2013-08-08,late,2013-08-08T21:00:00Z
1207,3658,LGA,ATL,108,762,MQ,2013-09-12,late,2013-09-12T16:00:00Z
2102,994,EWR,BOS,44,200,UA,2013-12-03,on_time,2013-12-03T02:00:00Z
800,311,EWR,DEN,202,1605,UA,2013-09-21,on_time,2013-09-21T12:00:00Z
941,4140,EWR,ATL,101,746,EV,2013-07-09,on_time,2013-07-09T13:00:00Z
846,313,LGA,ORD,128,733,AA,2013-11-26,on_time,2013-11-26T13:00:00Z
635,1506,EWR,LAS,296,2227,UA,2013-09-25,on_time,2013-09-25T10:00:00Z
1643,343,LGA,DEN,224,1620,UA,2013-12-01,late,2013-12-01T20:00:00Z
921,215,EWR,SJU,200,1608,B6,2013-03-30,on_time,2013-03-30T13:00:00Z
1609,2913,JFK,DCA,51,213,9E,2013-12-12,late,2013-12-12T19:00:00Z
911,1085,JFK,MIA,145,1089,AA,2013-12-05,on_time,2013-12-05T14:00:00Z
808,1838,JFK,BOS,35,187,AA,2013-02-06,on_time,2013-02-06T13:00:00Z
630,4137,EWR,ATL,114,746,EV,2013-07-08,on_time,2013-07-08T10:00:00Z
1416,4588,LGA,MSP,153,1020,MQ,2013-01-13,on_time,2013-01-13T19:00:00Z
1546,31,JFK,SLC,275,1990,DL,2013-10-12,on_time,2013-10-12T19:00:00Z
1628,843,JFK,ATL,114,760,DL,2013-08-09,on_time,2013-08-09T20:00:00Z
1847,169,EWR,LAX,344,2454,VX,2013-10-18,on_time,2013-10-18T22:00:00Z
1019,347,LGA,ATL,130,762,FL,2013-01-21,on_time,2013-01-21T15:00:00Z
2013,4312,EWR,DCA,53,199,EV,2013-01-16,late,2013-01-16T00:00:00Z
1303,1042,EWR,ORD,103,719,UA,2013-05-13,on_time,2013-05-13T17:00:00Z
854,502,EWR,ATL,130,746,DL,2013-11-01,on_time,2013-11-01T13:00:00Z
2133,3621,JFK,DCA,44,213,MQ,2013-10-05,on_time,2013-10-05T01:00:00Z
1954,3573,LGA,CMH,85,479,MQ,2013-12-03,on_time,2013-12-03T00:00:00Z
854,4619,LGA,ATL,111,762,MQ,2013-06-10,on_time,2013-06-10T12:00:00Z
1425,883,EWR,DFW,203,1372,AA,2013-02-27,on_time,2013-02-27T19:00:00Z
1156,2126,LGA,BOS,40,184,US,2013-02-13,on_time,2013-02-13T17:00:00Z
1712,1088,JFK,SAN,332,2446,DL,2013-02-21,on_time,2013-02-21T22:00:00Z
628,1665,EWR,LAX,366,2454,UA,2013-01-01,on_time,2013-01-01T11:00:00Z
1740,573,LGA,MDW,114,725,WN,2013-03-11,on_time,2013-03-11T21:00:00Z
1901,1629,JFK,LAS,300,2248,DL,2013-05-25,on_time,2013-05-25T22:00:00Z
1053,4471,LGA,RDU,66,431,MQ,2013-05-01,on_time,2013-05-01T15:00:00Z
603,654,EWR,CLE,69,404,UA,2013-01-04,on_time,2013-01-04T11:00:00Z
1255,781,LGA,ATL,112,762,DL,2013-11-04,on_time,2013-11-04T18:00:00Z
759,1271,JFK,FLL,150,1069,DL,2013-11-19,on_time,2013-11-19T13:00:00Z
1609,4657,LGA,ATL,106,762,MQ,2013-06-01,on_time,2013-06-01T20:00:00Z
1252,432,JFK,SFO,360,2586,DL,2013-10-28,on_time,2013-10-28T17:00:00Z
1246,316,JFK,SYR,43,209,B6,2013-08-18,on_time,2013-08-18T16:00:00Z
1358,1779,LGA,FLL,174,1076,DL,2013-12-30,on_time,2013-12-30T18:00:00Z
1658,503,JFK,SAN,294,2446,DL,2013-08-27,on_time,2013-08-27T21:00:00Z
1838,7,EWR,SEA,293,2402,AS,2013-02-26,on_time,2013-02-26T23:00:00Z
823,3579,LGA,IAD,54,229,9E,2013-11-12,on_time,2013-11-12T13:00:00Z
817,4051,JFK,BWI,35,184,9E,2013-02-10,on_time,2013-02-10T13:00:00Z
738,5963,EWR,ALB,31,143,EV,2013-06-12,on_time,2013-06-12T11:00:00Z
610,1403,JFK,SJU,200,1598,B6,2013-08-31,on_time,2013-08-31T10:00:00Z
715,399,JFK,LAX,347,2475,VX,2013-04-16,on_time,2013-04-16T11:00:00Z
600,3525,LGA,RDU,70,431,MQ,2013-08-05,on_time,2013-08-05T10:00:00Z
840,3489,LGA,RSW,164,1080,9E,2013-10-21,on_time,2013-10-21T12:00:00Z
1613,3392,JFK,RDU,63,427,9E,2013-06-11,on_time,2013-06-11T20:00:00Z
1809,17,JFK,LAX,308,2475,DL,2013-09-28,on_time,2013-09-28T22:00:00Z
752,1733,LGA,CLT,81,544,US,2013-06-24,on_time,2013-06-24T11:00:00Z
758,1271,JFK,FLL,174,1069,DL,2013-06-08,on_time,2013-06-08T12:00:00Z
1601,12,JFK,SYR,44,209,B6,2013-04-07,on_time,2013-04-07T19:00:00Z
716,11,EWR,SEA,311,2402,AS,2013-02-28,on_time,2013-02-28T12:00:00Z
629,575,EWR,ATL,119,746,DL,2013-12-12,on_time,2013-12-12T11:00:00Z
841,3841,JFK,PHL,27,94,9E,2013-11-02,on_time,2013-11-02T12:00:00Z
1506,1281,EWR,SFO,314,2565,UA,2013-07-04,on_time,2013-07-04T18:00:00Z
1055,1647,LGA,ATL,106,762,DL,2013-11-14,on_time,2013-11-14T16:00:00Z
621,983,LGA,TPA,161,1010,B6,2013-02-04,on_time,2013-02-04T11:00:00Z
836,1357,JFK,SJU,205,1598,AA,2013-11-02,on_time,2013-11-02T12:00:00Z
1524,503,EWR,AUS,188,1504,UA,2013-07-09,on_time,2013-07-09T19:00:00Z
602,1837,LGA,MIA,151,1096,AA,2013-02-07,on_time,2013-02-07T11:00:00Z
1724,1460,EWR,SNA,321,2434,UA,2013-02-28,on_time,2013-02-28T22:00:00Z
1443,3452,JFK,BOS,36,187,9E,2013-01-26,on_time,2013-01-26T19:00:00Z
832,5475,LGA,CLT,92,544,EV,2013-10-22,on_time,2013-10-22T12:00:00Z
1706,1499,LGA,ATL,109,762,DL,2013-07-25,on_time,2013-07-25T21:00:00Z
1826,504,EWR,PHX,293,2133,UA,2013-03-08,late,2013-03-08T22:00:00Z
550,371,LGA,FLL,140,1076,B6,2013-05-27,on_time,2013-05-27T10:00:00Z
1425,703,JFK,SJU,201,1598,B6,2013-08-24,on_time,2013-08-24T18:00:00Z
1006,1581,EWR,SEA,331,2402,UA,2013-04-10,on_time,2013-04-10T13:00:00Z
1943,363,LGA,ORD,114,733,AA,2013-06-16,on_time,2013-06-16T23:00:00Z
724,463,EWR,BNA,103,748,WN,2013-07-18,on_time,2013-07-18T11:00:00Z
632,1454,LGA,IAH,209,1416,UA,2013-12-16,on_time,2013-12-16T11:00:00Z
1702,413,JFK,LAX,316,2475,VX,2013-08-24,on_time,2013-08-24T20:00:00Z
702,647,EWR,DEN,225,1605,UA,2013-02-15,on_time,2013-02-15T12:00:00Z
1705,329,JFK,SJU,210,1598,DL,2013-04-01,on_time,2013-04-01T21:00:00Z
1448,3359,JFK,RDU,76,427,MQ,2013-11-19,on_time,2013-11-19T19:00:00Z
1813,4019,JFK,RIC,52,288,9E,2013-04-15,on_time,2013-04-15T22:00:00Z
623,712,JFK,LAX,315,2475,UA,2013-08-02,on_time,2013-08-02T10:00:00Z
1317,4100,EWR,MEM,123,946,EV,2013-07-15,on_time,2013-07-15T17:00:00Z
730,737,EWR,IAH,179,1400,UA,2013-05-31,on_time,2013-05-31T11:00:00Z
1707,283,JFK,MCO,140,944,B6,2013-12-07,on_time,2013-12-07T21:00:00Z
1437,2602,JFK,BUF,52,301,B6,2013-07-11,late,2013-07-11T14:00:00Z
846,1357,JFK,SJU,197,1598,AA,2013-05-14,on_time,2013-05-14T12:00:00Z
627,27,JFK,TPA,139,1005,B6,2013-05-03,on_time,2013-05-03T10:00:00Z
1409,2247,LGA,ATL,121,762,DL,2013-12-20,on_time,2013-12-20T18:00:00Z
1920,3445,LGA,DSM,168,1031,9E,2013-12-12,on_time,2013-12-12T00:00:00Z
1455,779,LGA,MIA,147,1096,AA,2013-07-30,on_time,2013-07-30T18:00:00Z
1054,2124,LGA,BOS,40,184,US,2013-07-25,on_time,2013-07-25T15:00:00Z
858,4172,EWR,MSP,142,1008,EV,2013-08-19,on_time,2013-08-19T13:00:00Z
653,1305,JFK,IAD,45,228,B6,2013-03-11,on_time,2013-03-11T10:00:00Z
1115,327,LGA,ORD,108,733,AA,2013-05-02,on_time,2013-05-02T15:00:00Z
1114,698,EWR,TPA,146,997,UA,2013-11-08,on_time,2013-11-08T16:00:00Z
2328,527,EWR,MCO,129,937,B6,2013-08-24,late,2013-08-24T01:00:00Z
823,4388,EWR,JAX,122,820,EV,2013-03-16,on_time,2013-03-16T12:00:00Z
1103,4485,LGA,CMH,82,479,MQ,2013-03-13,on_time,2013-03-13T15:00:00Z
959,1847,LGA,ATL,125,762,DL,2013-12-17,late,2013-12-17T15:00:00Z
928,1200,EWR,RSW,144,1068,UA,2013-05-26,on_time,2013-05-26T13:00:00Z
2050,4662,LGA,ATL,103,762,MQ,2013-02-04,on_time,2013-02-04T01:00:00Z
656,1865,JFK,SFO,362,2586,DL,2013-04-03,on_time,2013-04-03T11:00:00Z
1722,5298,LGA,OMA,151,1148,EV,2013-09-30,on_time,2013-09-30T21:00:00Z
1552,491,EWR,FLL,162,1065,UA,2013-10-09,on_time,2013-10-09T19:00:00Z
1235,5796,EWR,CLT,97,529,EV,2013-08-19,on_time,2013-08-19T16:00:00Z
1201,1599,LGA,MIA,162,1096,AA,2013-11-01,late,2013-11-01T15:00:00Z
723,2030,LGA,MKE,105,738,WN,2013-06-22,on_time,2013-06-22T11:00:00Z
1154,3461,LGA,BNA,109,764,MQ,2013-08-01,on_time,2013-08-01T15:00:00Z
2032,171,JFK,SMF,321,2521,B6,2013-04-18,late,2013-04-18T22:00:00Z
653,343,EWR,MCO,123,937,UA,2013-09-08,on_time,2013-09-08T10:00:00Z
1017,4412,EWR,SAV,104,708,EV,2013-11-10,on_time,2013-11-10T15:00:00Z
1205,4666,EWR,JAX,115,820,EV,2013-05-28,on_time,2013-05-28T15:00:00Z
1414,213,JFK,LGB,312,2465,B6,2013-08-17,on_time,2013-08-17T18:00:00Z
1606,3315,JFK,MSP,136,1029,9E,2013-03-25,on_time,2013-03-25T20:00:00Z
1919,1703,EWR,BOS,42,200,UA,2013-08-19,on_time,2013-08-19T23:00:00Z
738,183,JFK,SEA,322,2422,DL,2013-06-06,on_time,2013-06-06T11:00:00Z
1951,3439,JFK,CVG,101,589,9E,2013-02-15,on_time,2013-02-15T01:00:00Z
1648,139,JFK,RSW,152,1074,B6,2013-03-04,on_time,2013-03-04T21:00:00Z
624,1115,EWR,TPA,147,997,UA,2013-11-17,on_time,2013-11-17T11:00:00Z
1629,4667,EWR,MSP,186,1008,EV,2013-01-27,late,2013-01-27T20:00:00Z
945,4060,LGA,DAY,84,549,9E,2013-06-04,on_time,2013-06-04T13:00:00Z
844,5811,EWR,PVD,38,160,EV,2013-09-10,on_time,2013-09-10T12:00:00Z
946,4529,EWR,SDF,96,642,EV,2013-05-27,on_time,2013-05-27T13:00:00Z
1408,83,JFK,SEA,323,2422,B6,2013-01-03,on_time,2013-01-03T18:00:00Z
1356,2043,JFK,ATL,115,760,DL,2013-04-02,on_time,2013-04-02T17:00:00Z
2005,2131,LGA,DTW,80,502,DL,2013-06-30,late,2013-06-30T22:00:00Z
1618,985,LGA,TPA,144,1010,B6,2013-04-27,on_time,2013-04-27T20:00:00Z
756,288,EWR,DFW,198,1372,UA,2013-03-04,on_time,2013-03-04T12:00:00Z
1759,61,LGA,ATL,119,762,DL,2013-08-16,on_time,2013-08-16T22:00:00Z
1059,4187,EWR,BNA,121,748,EV,2013-02-20,on_time,2013-02-20T15:00:00Z
800,3489,LGA,RSW,150,1080,9E,2013-09-19,on_time,2013-09-19T12:00:00Z
554,301,LGA,ORD,110,733,AA,2013-07-06,on_time,2013-07-06T10:00:00Z
1517,1819,LGA,MSP,153,1020,DL,2013-06-03,late,2013-06-03T18:00:00Z
1726,1712,EWR,IAH,226,1400,UA,2013-06-19,late,2013-06-19T21:00:00Z
633,4264,EWR,IND,102,645,EV,2013-04-20,on_time,2013-04-20T10:00:00Z
854,1668,EWR,SFO,365,2565,UA,2013-12-16,on_time,2013-12-16T13:00:00Z
955,1847,LGA,ATL,117,762,DL,2013-04-25,late,2013-04-25T14:00:00Z
1044,1232,EWR,IAH,225,1400,UA,2013-12-14,late,2013-12-14T15:00:00Z
725,1949,JFK,LAS,296,2248,AA,2013-08-09,on_time,2013-08-09T11:00:00Z
800,4537,EWR,MEM,163,946,EV,2013-02-13,on_time,2013-02-13T13:00:00Z
2200,3525,LGA,SYR,41,198,9E,2013-12-20,on_time,2013-12-20T02:00:00Z
642,3599,LGA,MSP,132,1020,MQ,2013-08-21,on_time,2013-08-21T10:00:00Z
824,5795,EWR,BTV,47,266,EV,2013-11-20,late,2013-11-20T12:00:00Z
1703,4202,EWR,STL,146,872,EV,2013-11-10,on_time,2013-11-10T22:00:00Z
827,4537,EWR,MEM,163,946,EV,2013-12-05,late,2013-12-05T13:00:00Z
701,1415,JFK,SLC,266,1990,DL,2013-09-30,on_time,2013-09-30T11:00:00Z
1950,3443,JFK,RDU,73,427,9E,2013-07-29,on_time,2013-07-29T23:00:00Z
1013,2581,EWR,AUS,213,1504,WN,2013-12-01,on_time,2013-12-01T14:00:00Z
1245,356,EWR,PHX,303,2133,UA,2013-04-26,on_time,2013-04-26T16:00:00Z
1755,139,JFK,RSW,201,1074,B6,2013-02-14,late,2013-02-14T21:00:00Z
1300,4224,EWR,PWM,52,284,EV,2013-03-08,late,2013-03-08T13:00:00Z
629,4533,EWR,BUF,48,282,EV,2013-08-23,on_time,2013-08-23T10:00:00Z
1428,3728,EWR,ORD,118,719,MQ,2013-03-31,on_time,2013-03-31T18:00:00Z
1458,4181,EWR,MCI,160,1092,EV,2013-12-27,on_time,2013-12-27T20:00:00Z
1902,3365,JFK,DCA,64,213,MQ,2013-07-07,late,2013-07-07T21:00:00Z
950,3572,LGA,RIC,54,292,9E,2013-12-21,on_time,2013-12-21T14:00:00Z
1712,509,LGA,DEN,229,1620,UA,2013-08-01,on_time,2013-08-01T21:00:00Z
1542,2840,LGA,STL,144,888,MQ,2013-12-12,on_time,2013-12-12T20:00:00Z
2325,4536,EWR,CVG,84,569,EV,2013-07-08,late,2013-07-08T00:00:00Z
2238,486,JFK,ROC,51,264,B6,2013-10-30,on_time,2013-10-30T02:00:00Z
1317,308,JFK,PWM,47,273,B6,2013-10-27,on_time,2013-10-27T17:00:00Z
2100,852,EWR,IAH,197,1400,UA,2013-03-14,on_time,2013-03-14T01:00:00Z
1618,3748,EWR,ORD,117,719,MQ,2013-12-01,on_time,2013-12-01T21:00:00Z
1333,3552,JFK,DTW,77,509,9E,2013-02-27,late,2013-02-27T13:00:00Z
828,4529,EWR,XNA,164,1131,EV,2013-05-12,on_time,2013-05-12T12:00:00Z
722,430,JFK,SFO,356,2586,DL,2013-11-25,on_time,2013-11-25T12:00:00Z
2050,499,LGA,MCO,137,950,B6,2013-08-15,on_time,2013-08-15T01:00:00Z
1428,325,JFK,TPA,131,1005,B6,2013-08-30,on_time,2013-08-30T18:00:00Z
1312,1895,EWR,CLT,95,529,US,2013-02-01,on_time,2013-02-01T18:00:00Z
750,1103,JFK,RDU,69,427,B6,2013-06-10,on_time,2013-06-10T11:00:00Z
638,4522,EWR,BNA,101,748,EV,2013-09-18,on_time,2013-09-18T10:00:00Z
1455,3638,JFK,PHL,34,94,9E,2013-02-12,late,2013-02-12T18:00:00Z
740,183,JFK,SEA,329,2422,DL,2013-04-01,on_time,2013-04-01T11:00:00Z
1300,1459,LGA,CLT,79,544,US,2013-06-14,on_time,2013-06-14T16:00:00Z
2103,801,JFK,FLL,133,1069,B6,2013-03-09,on_time,2013-03-09T01:00:00Z
2050,1507,EWR,DFW,176,1372,AA,2013-06-13,late,2013-06-13T20:00:00Z
1330,4756,EWR,BNA,120,748,WN,2013-12-20,on_time,2013-12-20T18:00:00Z
1215,3616,LGA,MSP,130,1020,MQ,2013-10-06,on_time,2013-10-06T16:00:00Z
1000,1003,EWR,MCO,140,937,UA,2013-03-11,on_time,2013-03-11T14:00:00Z
1026,679,JFK,PHX,293,2153,US,2013-11-14,on_time,2013-11-14T15:00:00Z
2014,801,JFK,FLL,150,1069,B6,2013-02-19,on_time,2013-02-19T01:00:00Z
1933,3135,LGA,MKE,104,738,WN,2013-05-05,on_time,2013-05-05T23:00:00Z
649,675,JFK,MSY,166,1182,B6,2013-08-04,on_time,2013-08-04T10:00:00Z
805,2395,LGA,PBI,149,1035,DL,2013-12-29,on_time,2013-12-29T13:00:00Z
